tag,see,favorite,cart,buy,popularity,desire,behavior_rate
1,0.735758882343,0.0,0.0,0.0,0.23105857863,0.0555555555556,0.0555555555556
1,0.735758882343,0.0,0.0,0.0,0.23105857863,0.0555555555556,0.031746031746
1,2.20727664703,0.0,0.0,0.0,0.23105857863,0.0555555555556,0.0634920634921
1,0.367879441171,0.0,0.0,0.0,0.23105857863,0.0154291224687,0.00771456123433
1,0.0,0.0,0.0,0.0,0.23105857863,0.0119435396308,0.000723850886717
1,2.20727664703,0.0,0.0,0.0,0.23105857863,0.00259193260975,0.00129596630488
1,0.0,0.0,0.0,0.0,0.380797077978,0.0333333333333,0.00396825396825
1,0.0,0.0,0.0,0.0,0.23105857863,0.0422535211268,0.00704225352113
1,0.0,0.0,0.0,0.0,0.23105857863,0.0316455696203,0.00527426160338
1,0.367879441171,0.0,0.0,0.0,0.23105857863,0.0573536411233,0.000713945740124
1,0.735971203124,0.0,6.14421235333e-06,1.22884247067e-05,0.482013790038,0.0573536411233,0.00380771061399
1,3.31091497054,0.0,0.0,0.0,0.499088948806,0.00259193260975,0.00210594524542
1,1.47151776469,0.0,0.0,0.0,0.23105857863,0.0555555555556,0.047619047619
1,0.0,0.0,0.0,0.0,0.23105857863,0.0555555555556,0.031746031746
1,3.59875588793,0.135335283237,0.135335283237,0.0,0.23105857863,0.00626649076517,0.00692612137203
1,0.128209472221,0.0,0.0,0.0,0.23105857863,0.00280347631063,0.004485562097
1,0.367879441171,0.0,0.0,0.0,0.23105857863,0.0212014134276,0.020023557126
1,0.0,0.0,0.0,0.0,0.23105857863,0.042471042471,0.023166023166
1,3.67879441171,0.0,0.367879441171,0.0,0.23105857863,0.00836400133824,0.00602208096353
1,3.31091497054,0.0,0.0,0.0,0.23105857863,0.00356576862124,0.006735340729
1,0.735758882343,0.0,0.0,0.0,0.380797077978,0.0555555555556,0.0396825396825
1,0.0,0.0,0.0,0.0,0.23105857863,0.0278745644599,0.00871080139373
1,0.367879441171,0.0,0.0,0.0,0.23105857863,0.00505999710857,0.00187942749747
1,2.94303552937,0.367879441171,0.0,0.0,0.23105857863,0.00259193260975,0.0017819536692
1,0.735758882343,0.0,0.0,0.0,0.23105857863,0.00259193260975,0.000647983152438
1,0.0,0.0,0.0,0.0,0.23105857863,0.0278884462151,0.0159362549801
1,0.0,0.0,0.0,0.0,0.380797077978,0.0278745644599,0.00871080139373
1,1.37430888999,0.0,0.367879441171,0.0,0.23105857863,0.00626649076517,0.00362796833773
1,3.67879441171,0.0,0.735758882343,0.0,0.23105857863,0.00836400133824,0.00535296085647
1,0.0,0.0,0.0,0.0,0.23105857863,0.00892133008921,0.00486618004866
1,0.735758882343,0.367879441171,0.0,0.0,0.23105857863,0.0307459677419,0.00504032258065
1,0.0,0.0,0.0,0.0,0.23105857863,0.0148148148148,0.0026455026455
1,0.0,0.0,0.0,0.0,0.380797077978,0.03125,0.0625
1,0.000918662953775,0.0,2.26032940698e-06,0.0,0.499999694098,0.0232945091514,0.0249584026622
1,0.0,0.0,0.0,0.0,0.23105857863,0.00892133008921,0.00729927007299
1,3.07837081261,0.0,0.735758882343,0.0,0.23105857863,0.00836400133824,0.00501840080294
1,0.0,0.0,0.0,0.0,0.380797077978,0.00408580183861,0.00612870275792
1,0.367879441171,0.367879441171,0.0,0.0,0.23105857863,0.0162790697674,0.00162790697674
1,0.0,0.0,0.0,0.0,0.482013790038,0.0232945091514,0.0149750415973
1,0.0,0.0,0.0,0.0,0.23105857863,0.0330578512397,0.0165289256198
1,0.0,0.0,0.0,0.0,0.49966464987,0.00940860215054,0.00672043010753
1,0.0,0.0,0.0,0.0,0.23105857863,0.0137299771167,0.0114416475973
1,0.0,0.0,0.0,0.0,0.23105857863,0.0125786163522,0.0150943396226
1,0.0,0.0,0.0,0.0,0.452574126822,0.0104166666667,0.00868055555556
1,0.0,0.0,0.0,0.0,0.23105857863,0.00604766986837,0.00213447171825
1,0.0,0.0,0.0,0.0,0.23105857863,0.0142857142857,0.0178571428571
1,0.0995741367357,0.0,0.0,0.0,0.23105857863,0.00751408891672,0.00313087038197
